name,industry,type,founded,num_employees,revenue,operating_income,net_income,stock price,student_careers_url,pagerank
"Bon'App, Inc.",Software Information Retrieval Services Consumer Goods Analytics,Private,-1,-1,-1,-1,-1,-1.00,https://www.bamco.com/careers/,-1.0
"Booker Software, Inc.",Service Management Platform,Private company,-1,270,-1,-1,-1,-1.00,https://www.booker.com/careers/listing/qa,-1.0
Boris FX,Video effects software,Private,-1,-1,-1,-1,-1,-1.00,https://borisfx.com/company/careers/,-1.0
Borland Software Corporation,Computer software,Subsidiary,-1,1100,172000000,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Bourns, Inc.",Electronics,Privately held company,1947,7000,-1,-1,-1,-1.00,https://www.bourns.com/support/careers,5.4
BrainKeeper,,,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,4.66
Brainshark,,Private,-1,-1,-1,-1,-1,-1.00,https://www.brainshark.com/company/careers,-1.0
Brandfolder,B2B Software SaaS Digital Asset Management  Marketing Asset Management,Private,-1,50,-1,-1,-1,-1.00,https://jobs.brandfolder.com/,-1.0
"Brandlive, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.indeed.com/cmp/Brandlive,-1.0
Breakthrough Software,Software,,1984,-1,-1,-1,-1,-1.00,https://www.breakthroughcollaborative.org/,-1.0
"Bright Machines, Inc.",Software,Privately held company,-1,500,-1,-1,-1,-1.00,https://www.brightmachines.com/join-the-team/,-1.0
"Brightcove, Inc.",Internet video,Public,-1,-1,-1,-1,-1,13.06,https://www.brightcove.com/en/company/careers,-1.0
Brighterion,"Artificial intelligence,software,Computer software,software",Public,2000,-1,-1,-1,-1,-1.00,https://brighterion.com/why-brighterion/careers/,-1.0
Brightmail Inc.,"High tech,Tech industry",Private,1998,127,26000000,-1,1100000,-1.00,https://www.dhs.gov/homeland-security-careers/student-and-recent-grads,6.78
Bristol Technology Inc.,,Private,-1,-1,-1,-1,-1,-1.00,https://bristol.cttech.org/,-1.0
Britton Lee Inc. (renamed ShareBase Corp.),Database management systems,Public,-1,200,-1,-1,-1,110.34,https://www.okcps.org/britton,-1.0
BroadSoft Inc.,Communication software,Subsidiary,-1,0,340960000,15510000,820000,-1.00,"https://www.glassdoor.com/Reviews/BroadSoft-chennai-office-Reviews-EI_IE14847.0,9_KH10,24_IP7.htm",-1.0
Broadleaf Commerce,E-commerce,Limited liability company,2008,-1,-1,-1,-1,-1.00,https://www.broadleafcommerce.com/careers,5.42
Bromium,Computer Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.bromium.com/careers/,-1.0
Oracle Bronto,"Personalization,Email marketing,Social Media,Mobile Marketing,Ecommerce,SaaS", ,-1,400,-1,-1,-1,-1.00,https://bronto.com/,-1.0
Bsquare,Technology,Public,1994,250,-1,-1,-1,1.22,https://careers.squareup.com/us/en/university,5.2
Buildium,Property management,Private company,-1,-1,-1,-1,-1,-1.00,https://www.buildium.com/careers/,-1.0
"Bullhorn, Inc.","Customer relationship management,Recruitment",Private Company,-1,-1,-1,-1,-1,-1.00,https://www.bullhorn.com/careers/,-1.0
Bunchball,,,-1,-1,-1,-1,-1,-1.00,https://www.bunchball.com/resources,-1.0
ByWater Solutions LLC,Computer software,Private,-1,-1,-1,-1,-1,-1.00,http://bywatersolutions.com/about-us,-1.0
"Bynari, Inc.",Software,Email Software,-1,-1,-1,-1,-1,-1.00,https://www.csuchico.edu/careers/students-and-alumni/trans-and-gender-non-binary-wardrobe-for-wildcats.shtml,-1.0
CAIS Software,Computer networking,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/cais-3/jobs/616606-alternative-investments-product-specialist,-1.0
CARad.com,Online auction,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.mastercard.us/en-us/vision/who-we-are/careers.html,-1.0
CBTF Technology,"Marine,Technology",,-1,-1,-1,-1,-1,-1.00,https://osfa.illinois.edu/types-of-aid/employment/virtual-job-board/,-1.0
CD-adapco,"Computer-aided engineering,Computer software,software",Privately Held,-1,900,-1,-1,-1,-1.00,http://mdx2.plm.automation.siemens.com/careers,-1.0
CECO Environmental Corp.,Pollution,Public,-1,-1,-1,-1,-1,6.25,https://www.cecoenviro.com/careers,-1.0
CERTPOINT Systems Inc.,eLearning software and services,Private,-1,-1,-1,-1,-1,-1.00,http://www.certificationpoint.org/,-1.0
CHS Electronics,software,,1994,-1,-1,-1,-1,-1.00,https://www.chsinc.com/careers,-1.0
CTERA,"Cloud storage,Cloud storage gateway,s,Data protection,Online backup service,Data synchronization",Private,-1,-1,-1,-1,-1,-1.00,https://www.ctera.com/company/careers/,-1.0
CTL,Technology,private,-1,-1,-1,-1,-1,-1.00,https://ctl.net/pages/jobs,-1.0
CYBRA Corporation,Computer Software Solutions,Public,-1,-1,-1,-1,-1,21.50,https://cybra.com/careers/,-1.0
"Cadence Design Systems, Inc.",Computer Software,Public,-1,8100,2336000000,-1,989000000,124.07,https://www.cadence.com/en_US/home/company/careers.html,5.85
"Cakewalk, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.cakewalk.com/Careers,-1.0
Caligari Corporation,"software,animation",,1985,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
Caliper Corporation,"Cartography,Mapping Software,Geographic information system,Geographic Information Systems",Private,-1,-1,-1,-1,-1,-1.00,https://www.caliper.com/jobs.htm,-1.0
CallMiner,Software,Private,2002,-1,-1,-1,-1,-1.00,https://careers.callminer.com/,5.41
Callidus Software Inc.,Enterprise software,Subsidiary,-1,1,253091000,-1,-1,-1.00,https://www.sap.com/about/careers.html,-1.0
"Callware Technologies, Inc.","Telecommunications,Software",Private,-1,-1,-1,-1,-1,-1.00,https://www.callware.com/388/about-us/career-opportunities/,-1.0
Calm (company),,Private,2012,0,-1,-1,-1,-1.00,https://boards.greenhouse.io/calm,-1.0
Cambium Learning Group,,Private,-1,-1,-1,-1,-1,-1.00,https://www.cambiumlearning.com/careers/,-1.0
Cambridge Semantics,Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://www.cambridgesemantics.com/about-us/careers/,-1.0
Campus Consortium,K-12 Higher Education,Not for Profit,-1,50,-1,-1,-1,-1.00,https://www.campusconsortium.org/,-1.0
Campus Management Corp.,Higher Education Nonprofit and Industry Software Solutions,Private,1988,750,-1,-1,-1,-1.00,https://www.campusmanagement.com/about-us/careers-at-Campus-Management/,-1.0
Canopy,software,,2010,-1,-1,-1,-1,-1.00,https://angel.co/company/canopy-nyc/jobs?src=rec,-1.0
CapLinked,,,2010,-1,-1,-1,-1,-1.00,https://angel.co/company/caplinked/jobs,-1.0
Cape Clear,software,Privately held firm,1999,-1,-1,-1,-1,-1.00,https://en.wikipedia.org/wiki/Cape_Clear_(software_company),-1.0
Carahsoft,,,-1,-1,-1,-1,-1,-1.00,https://www.carahsoft.com/careers,-1.0
"Carbon Black, Inc.",Endpoint security,Subsidiary,2002,1000,-1,-1,-1,-1.00,https://lifeatcb.carbonblack.com/,5.89
"Carbonite, Inc.",,Subsidiary,2006,-1,-1,-1,-1,-1.00,https://www.carbonite.com/what-is-carbonite/careers,-1.0
Casebook PBC,"Cloud computing,Software,New York City,New York",Public,-1,-1,-1,-1,-1,-1.00,https://www.casebook.net/jobs/,-1.0
Caspio,Enterprise Software,Private,-1,150,-1,-1,-1,-1.00,https://www.caspio.com/careers/,-1.0
Catalant,Computer Software,private,-1,-1,-1,-1,-1,-1.00,https://www.catalent.com/careers/students-grads/,-1.0
"Catalyst Repository Systems, Inc.","legal,computer software,e-discovery",Subsidiary,-1,170,-1,-1,-1,-1.00,https://www.zippia.com/catalyst-repository-systems-careers-1407027/,-1.0
Causata,"customer experience management software,Marketing automation",Private,2009,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Cellport Systems, Inc.",,Private Corporation,1992,-1,-1,-1,-1,-1.00,https://studentjobs.wisc.edu/,-1.0
Center for Advanced Public Safety,,Research Unit,-1,-1,-1,-1,-1,-1.00,"https://www.glassdoor.com/Overview/Working-at-Center-for-Advanced-Public-Safety-EI_IE724973.11,44.htm",-1.0
CenterSpace Software LLC.,,Private,-1,-1,-1,-1,-1,-1.00,https://www.lockheedmartinjobs.com/college-students,-1.0
"Centro, Inc.","Online advertising,real-time bidding,digital media",,-1,-1,-1,-1,-1,-1.00,http://www.centroinc.com/career/,-1.0
Cepstral LLC,Speech synthesis,,-1,-1,-1,-1,-1,-1.00,https://www.pgcareers.com/,-1.0
"Ceridian HCM, Inc.",SaaS HCM Software,Public,-1,5200,824100000,72300000,-1,91.04,https://www.ceridian.com/careers,-1.0
Cerner Corporation,"Health Care,Information Technology",Public,-1,27400,5700000000,763000000,524400000,72.40,https://careers.cerner.com/students-graduates,-1.0
"Cerulean Studios, LLC.",Software,Limited Liability Company,-1,9,-1,-1,-1,-1.00,https://careers.microsoft.com/us/en/,-1.0
ChannelAdvisor,e-commerce,Public,2001,642,130000000,-1,-1,15.20,https://www.channeladvisor.com/careers/,5.73
Check Point Software Technologies Ltd.,"Security software,Computer hardware",Public,-1,5200,1995000000,882000000,826000000,121.23,https://careers.checkpoint.com/index.php?m=careers&a=jobs&country_code=BE,-1.0
"Chef Software, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://www.culinaryschools.org/career-info/,-1.0
Cherry GmbH,"Electronic switch,es,Computer hardware",Corporation,-1,380,250000000,-1,-1,-1.00,https://cherryamericas.com/about-cherry/jobs.html,-1.0
Cherwell Software,Enterprise software,Private,-1,-1,-1,-1,-1,-1.00,https://www.cherwell.com/about/careers/,-1.0
Chrome River,"Software as a service,Software-as-a-service",,-1,350,-1,-1,-1,-1.00,https://www.chromeriver.com/careers,-1.0
Cigital,software security,Public,-1,400,-1,-1,-1,-1.00,https://www.synopsys.com/company/synopsys-careers.html,-1.0
"Cincom Systems, Inc.","Computer software,IT Services",Private,-1,-1,-1,-1,-1,-1.00,https://www.cincom.com/us/company/careers,-1.0
CipherGraph Networks Inc.,Software,Privately held company,-1,-1,-1,-1,-1,-1.00,https://www.aenetworks.com/careers,-1.0
Circle Commerce,Software,,-1,-1,-1,-1,-1,-1.00,https://www.circle.com/en/careers,-1.0
Ciright Systems,Information Technology Services Saas/PaaS Cloud Computing,Private,-1,-1,-1,-1,-1,-1.00,https://careers.smartrecruiters.com/Ciright,-1.0
Cisco Webex,"Videoconferencing,Web conferencing",,-1,10000,380000000,-1,-1,-1.00,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html,6.58
Citrix Online,Software,Subsidiary,1997,-1,-1,-1,-1,-1.00,https://www.citrix.com/careers/university-recruiting/,5.66
"Citrix Systems, Inc.","Cloud computing,Computer software",Public,-1,8200,3010000000,629450000,575670000,119.42,https://jobs.citrix.com/,6.38
CivicPlus,Web development,Private,-1,-1,-1,-1,-1,-1.00,https://www.civicplus.com/careers,-1.0
Clarifai,Computer Vision,Private,-1,90,-1,-1,-1,-1.00,https://www.clarifai.com/careers,-1.0
Claris International Inc.,Software,Subsidiary,-1,300,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Clarizen, Inc.",Software,Privately held,-1,-1,-1,-1,-1,-1.00,https://www.clarizen.com/about/careers/,-1.0
ClassRanked.com,"Education,EdTech,Review site",,-1,-1,-1,-1,-1,-1.00,https://www.wraltechwire.com/2019/08/20/classranked-com-a-duke-student-launched-ratings-site-expands-footprint-to-other-us-campuses/,-1.0
"ClearSlide, Inc.",Enterprise Software,,-1,-1,-1,-1,-1,-1.00,https://www.clearslide.com/careers/,-1.0
ClearTrial,"Clinical trials,Clinical trial,software",Private,-1,50,-1,-1,-1,-1.00,https://www.oracle.com/corporate/acquisitions/cleartrial/,-1.0
Cleo,Software,Privately held company,-1,300,-1,-1,-1,-1.00,https://hicleo.com/careers/,-1.0
"ClickSoftware, A Salesforce Company","Business software,Field Service Management,Workforce Management",,-1,700,126200000,-1,-1,-1.00,https://www.salesforce.com/company/careers/,-1.0
Clinkle,Mobile payments,Privately held company,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/clinkle,-1.0
ClockworkMod Recovery,,,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,8.78
CloudApp Screen Recorder,Cloud Computing,,-1,-1,-1,-1,-1,-1.00,https://www.getcloudapp.com/careers,6.29
"CloudBees, Inc.","Continuous delivery software based on,Jenkins,Jenkins CI",Private,-1,-1,-1,-1,-1,-1.00,https://www.indeed.com/cmp/Cloudbees,5.8
"CloudEndure, Inc.","Software,Computer Software,Information Technology,Cloud Computing",,-1,-1,-1,-1,-1,-1.00,https://www.cloudendure.com/,-1.0
CloudHealth by VMware,Software,Subsidiary,-1,280,-1,-1,-1,-1.00,https://www.cloudhealthtech.com/careers,-1.0
"CloudSight, Inc.","Internet,Computer Software,Computer Vision",Private,2012,-1,-1,-1,-1,-1.00,https://angel.co/company/cloudsightai/jobs,-1.0
"Cloudera, Inc.",Software Development,Public,2008,3000,794000000,-1,-1,10.48,https://www.cloudera.com/careers/teams/university-recruiting.html,-1.0
Cloudinary,Technology,Private,-1,200,-1,-1,-1,-1.00,https://cloudinary.com/jobs,-1.0
Cloudwords,software,,2010,-1,-1,-1,-1,-1.00,https://www.cloudwords.com/blog/cloudwords-university-enroll-now,5.09
Clover Health,Health Care,Private,-1,-1,-1,-1,-1,-1.00,https://www.cloverhealth.com/en/about-us/current-openings,-1.0
"Clover Network, Inc.",Point of sale,Private,2012,200,-1,-1,-1,-1.00,https://careers.clover.com/,-1.0
"Clubhouse Software, Inc.",Software,Private,-1,50,-1,-1,-1,-1.00,https://clubhouse.io/careers/,-1.0
"Cockroach Labs, Inc.",Software,Private,2015,-1,-1,-1,-1,-1.00,https://www.cockroachlabs.com/careers/,5.58
Coda,,,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/coda-io-1/jobs,5.87
"Code Dx, Inc.","Computer software,Development testing,Software assurance",Private,2015,-1,-1,-1,-1,-1.00,https://codedx.com/about-us/careers-code-dx/,4.71
Code Rebel Corporation,"Software,Computer Software",Public,-1,-1,-1,-1,-1,5.87,https://www.unlv.edu/careerservices,-1.0
Code42,Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.code42.com/careers/,5.66
CodeWeavers,Computer software,Private,-1,30,-1,-1,-1,-1.00,https://www.codeweavers.com/about/jobs,-1.0
Cofio Software Incorporated,Computer software,,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Cogent Systems, Inc.",Security,Subsidiary,-1,365,-1,-1,-1,-1.00,https://www.cogentco.com/en/about-cogent/careers,-1.0
Coherent Solutions,"Software development,Software testing,Software maintenance,IT consulting,Web development",Private,-1,800,-1,-1,-1,-1.00,https://www.coherent-solutions.com/about-us/career-opportunities/,-1.0
CollabNet VersionOne,Software Company,Private,1999,-1,-1,-1,-1,-1.00,https://www.collab.net/company/careers,-1.0
CollaborateMD,Software,Private,1999,-1,-1,-1,-1,-1.00,https://www.collaboratemd.com/about-us/careers/,-1.0
"Collaborative Drug Discovery, Inc.","Life sciences,informatics",Private,-1,-1,-1,-1,-1,-1.00,https://www.collaborativedrug.com/about/careers/,-1.0
Cologix,Data center management,,2010,-1,-1,-1,-1,-1.00,https://www.cologix.com/company/careers/,5.32
Commence Corporation,Computer software,Privately Held Corporation,-1,-1,-1,-1,-1,-1.00,https://www.credit-suisse.com/careers/en/career-opportunities/students-and-graduates.html,-1.0
CommerceHub,"E-commerce,drop shipping",Private,-1,-1,-1,-1,-1,-1.00,https://www.commercehub.com/careers/,-1.0
"Commvault Systems, Inc.",Information technology,Public,1996,2300,711000000,-1,-1,43.51,https://careers.commvault.com/,-1.0
"Comodo Security Solutions, Inc.",Computer software,Private,-1,1200,-1,-1,-1,-1.00,https://www.comodo.com/careers.php,-1.0
"Composite Software, Inc.",Computer software,,2001,-1,-1,-1,-1,-1.00,https://www.adobe.com/careers/university.html,-1.0
CompuCom Systems Inc.,Information Technology Services,,1987,8000,-1,-1,-1,-1.00,https://www.compucom.com/compucom-careers,-1.0
"CSSI Technologies, Inc.",Technology,Corporation,-1,20,-1,-1,-1,-1.00,https://www.indeed.com/q-Student-Support-Services-jobs.html,-1.0
Compuware Corporation,Information technology,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.compuware.com/careers/,-1.0
"Comverse Technology, Inc.",Computer software,CMVT}} ),-1,4500,1590000000,-1,58700000,-1.00,https://www.zippia.com/comverse-careers-995903/,-1.0
Concentric Sky,,Privately held company,-1,-1,-1,-1,-1,-1.00,https://www.concentricsky.com/team/careers,5.68
Concursive,software,,2000,-1,-1,-1,-1,-1.00,https://www.producthood.com/product/concursive-suite/,-1.0
Conductor,Digital marketing,Private,-1,-1,-1,-1,-1,-1.00,https://www.conductor.com/careers/,5.69
Condusiv Technologies,Computer software,Privately held company,-1,-1,-1,-1,-1,-1.00,https://www.indeed.com/cmp/Condusiv-Technologies,-1.0
Connectbeam,Enterprise social software,Private,-1,-1,-1,-1,-1,-1.00,https://careers.linkedin.com/students,-1.0
Conservis Corporation,Agriculture,,-1,-1,-1,-1,-1,-1.00,https://conservis.ag/farm-management-software-company/careers/,-1.0
Console Connect,"Computer software,Software-defined networking",Private,-1,-1,-1,-1,-1,-1.00,https://careers.usc.edu/connectsc/,-1.0
Consona Corporation,Software,Private,-1,700,-1,-1,-1,-1.00,https://vsolvit.lensa.com/consona/jobs/c/2e6fb22fa615f78360ca54c0c4a8fb1e3a02140a,-1.0
Contact Telecom,"Telecommunications,IT services",Privately held company,-1,-1,-1,-1,-1,-1.00,https://www.telekom.com/en/careers,-1.0
"Context Labs, BV","Software,Information Technology",Privately owned,-1,-1,-1,-1,-1,-1.00,https://www.contextlabs.com/careers,-1.0
Conversica,,,-1,250,-1,-1,-1,-1.00,https://www.conversica.com/careers/,-1.0
Conversocial,Software,Private,2009,-1,-1,-1,-1,-1.00,https://www.conversocial.com/about/careers,-1.0
Convoy,Trucking software,,-1,-1,-1,-1,-1,-1.00,https://convoy.com/convoy-careers/,5.42
Cooliris,,,-1,-1,-1,-1,-1,-1.00,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,6.18
"Coradiant, Inc.",,Private,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Core International, Inc","Computer hardware,Computer software",Private,-1,-1,-1,-1,-1,-1.00,https://www.internationalstudent.com/jobsearch/,-1.0
Corona Labs,,,-1,-1,-1,-1,-1,-1.00,https://coronalabs.com/jobs/,-1.0
Coskata,Renewable Energy,Private,-1,-1,-1,-1,-1,-1.00,"https://www.glassdoor.com/Overview/Working-at-Coskata-Inc-EI_IE147308.11,22.htm",-1.0
Coupa Software Inc.,Internet Software & Services,,-1,2000,-1,-1,-1,-1.00,https://www.coupa.com/careers/,-1.0
"Coursera, Inc.",E-learning,Online education,-1,1792,-1,-1,-1,-1.00,https://about.coursera.org/careers/,-1.0
CoverMyMeds,Health informatics,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://experience.covermymeds.com/,-1.0
"Coverity, Inc. - A Synopsys Company","Security Testing,Static_program_analysis,Static&nbsp;Program&nbsp;Analysis,Software_development,Software&nbsp;Development",Public,-1,250,-1,-1,-1,57.34,https://www.synopsys.com/company/synopsys-careers.html,-1.0
Covisint,Information Technology,Subsidiary,-1,180,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
