name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
Blockstream,Corporation,"Cryptocurrency,software",-1,,50,-1,,https://blockstream.com/careers/,Blockstream,NA,-1.0
Bloomfire,,software-as-a-service,-1,"Austin, Texas",-1,2010,[http://www.bloomfire.com bloomfire.com],https://bloomfire.com/,Bloomfire,NA,-1.0
Blue Marble Geographics,Private,"Geographic information system,Computer software,software",-1,,-1,-1,,https://www.bluemarblegeo.com/about-us/careers.php,Blue Marble Geographics,NA,-1.0
BlueLink,,,-1,,-1,2016,[https://bluelink.org/ bluelink.org],https://www.hyundaiusa.com/us/en/careers,BlueLink (company),NA,-1.0
"Bluestack Systems, Inc.",Private company,"Virtualization,mobile software",-1,,-1,2009,,https://www.bluestacks.com/work-at-bluestacks.html,BlueStacks,NA,-1.0
"BlueTalon, Inc.",Privately funded,Data-centric security,-1,,1,-1,,https://www.dhs.gov/homeland-security-careers/students,BlueTalon,NA,-1.0
"BlueWare, Inc.",Privately held,Healthcare Information Services,-1,,0,-1,,https://bluware.com/careers/,BlueWare,NA,-1.0
"Bluebeam, Inc.",Private,Software,-1,,500,-1,,https://www.bluebeam.com/communities/education/,"Bluebeam Software, Inc.",NA,-1.0
"Bluefin Labs, Inc.",Division,,-1,,-1,-1,,http://www.onedayonejob.com/jobs/bluefin-labs/,Bluefin Labs,NA,-1.0
BlueSpace Federal,,software,-1,"Austin, Texas",-1,2006,www.bluespace.com,http://www.bluespacetech.com/student_job.php,Bluespace (software),NA,-1.0
Blumberg Capital,Private,Early Stage Venture Capital,-1,,-1,-1,,https://blumbergcapital.com/,Blumberg Capital,NA,-1.0
Body Labs,Subsidiary,Artificial intelligence,-1,,-1,-1,,https://www.indeed.com/q-The-Body-Lab-jobs.html,Body Labs,NA,-1.0
"Boingo Wireless, Inc.",Public,"Telecommunications,Wireless,Technology",250800000,,-1,-1,,https://www.boingo.com/corporate/careers/,Boingo Wireless,WIFI,9.850000381469727
Boller and Chivens,,Astronomical telescopes cameras and other precision instruments,-1,,-1,-1,,https://studentemployment.umich.edu/,Boller and Chivens,NA,-1.0
The Bomb Factory,Music Venue,,-1,,-1,-1,thebombfactory.com,https://www.thebombfactory.com/connect/employment,Bomb Factory,NA,-1.0
"Bon'App, Inc.",Private,Software Information Retrieval Services Consumer Goods Analytics,-1,"Cambridge, MA",-1,-1,,https://www.bamco.com/careers/,Bon'App,NA,-1.0
"Booker Software, Inc.",Private company,Service Management Platform,-1,,270,-1,,https://www.booker.com/careers/listing/qa,Booker Software,NA,-1.0
Boris FX,Private,Video effects software,-1,,-1,-1,,https://borisfx.com/company/careers/,Boris FX,NA,-1.0
Borland Software Corporation,Subsidiary,Computer software,172000000,,1100,-1,,https://www.mckinsey.com/careers/students,Borland,NA,-1.0
"Bourns, Inc.",Privately held company,Electronics,-1,,7000,1947,bourns.com,https://www.bourns.com/support/careers,"Bourns, Inc.",NA,-1.0
BrainKeeper,,,-1,,-1,-1,[http://www.brainkeeper.com www.brainkeeper.com],https://www.mckinsey.com/careers/students,BrainKeeper,NA,-1.0
Brainshark,Private,,-1,,-1,-1,,https://www.brainshark.com/company/careers,Brainshark,NA,-1.0
Brandfolder,Private,B2B Software SaaS Digital Asset Management  Marketing Asset Management,-1,,50,-1,,https://jobs.brandfolder.com/,Brandfolder,NA,-1.0
"Brandlive, Inc.",Private,Software,-1,,-1,-1,,https://www.indeed.com/cmp/Brandlive,Brandlive,NA,-1.0
Breakthrough Software,,Software,-1,,-1,1984,,https://www.breakthroughcollaborative.org/,Breakthrough Software,NA,-1.0
"Bright Machines, Inc.",Privately held company,Software,-1,,500,-1,,https://www.brightmachines.com/join-the-team/,Bright Machines,NA,-1.0
"Brightcove, Inc.",Public,Internet video,-1,,-1,-1,,https://www.brightcove.com/en/company/careers,Brightcove,BCOV,13.0600004196167
Brighterion,Public,"Artificial intelligence,software,Computer software,software",-1,,-1,2000,,https://brighterion.com/why-brighterion/careers/,Brighterion,NA,-1.0
Brightmail Inc.,Private,"High tech,Tech industry",26000000,,127,1998,[https://www.symantec.com/de/de/messaging-gateway/ Official website],https://www.dhs.gov/homeland-security-careers/student-and-recent-grads,Brightmail,NA,-1.0
Bristol Technology Inc.,Private,,-1,,-1,-1,,https://bristol.cttech.org/,Bristol Technology,NA,-1.0
Britton Lee Inc. (renamed ShareBase Corp.),Public,Database management systems,-1,,200,-1,,https://www.okcps.org/britton,"Britton Lee, Inc.",A,110.33999633789062
BroadSoft Inc.,Subsidiary,Communication software,340960000,,0,-1,,"https://www.glassdoor.com/Reviews/BroadSoft-chennai-office-Reviews-EI_IE14847.0,9_KH10,24_IP7.htm",BroadSoft,NA,-1.0
Broadleaf Commerce,Limited liability company,E-commerce,-1,"Dallas, Texas",-1,2008,broadleafcommerce.com,https://www.broadleafcommerce.com/careers,Broadleaf Commerce,NA,-1.0
Bromium,Private,Computer Software,-1,,-1,-1,,https://www.bromium.com/careers/,Bromium,NA,-1.0
Oracle Bronto, ,"Personalization,Email marketing,Social Media,Mobile Marketing,Ecommerce,SaaS",-1,,400,-1,,https://bronto.com/,Bronto Software,NA,-1.0
Bsquare,Public,Technology,-1,,250,1994,https://www.bsquare.com/,https://careers.squareup.com/us/en/university,Bsquare,BSQR,1.2200000286102295
Buildium,Private company,Property management,-1,,-1,-1,,https://www.buildium.com/careers/,Buildium,NA,-1.0
"Bullhorn, Inc.",Private Company,"Customer relationship management,Recruitment",-1,,-1,-1,,https://www.bullhorn.com/careers/,"Bullhorn, Inc.",NA,-1.0
Bunchball,,,-1,,-1,-1,,https://www.bunchball.com/resources,Bunchball,NA,-1.0
ByWater Solutions LLC,Private,Computer software,-1,,-1,-1,,http://bywatersolutions.com/about-us,ByWater Solutions,NA,-1.0
"Bynari, Inc.",Email Software,Software,-1,,-1,-1,,https://www.csuchico.edu/careers/students-and-alumni/trans-and-gender-non-binary-wardrobe-for-wildcats.shtml,Bynari,NA,-1.0
CAIS Software,Subsidiary,Computer networking,-1,,-1,-1,,https://angel.co/company/cais-3/jobs/616606-alternative-investments-product-specialist,CAIS Software,NA,-1.0
CARad.com,Subsidiary,Online auction,-1,,-1,-1,,https://www.mastercard.us/en-us/vision/who-we-are/careers.html,CARad.com,NA,-1.0
CBTF Technology,,"Marine,Technology",-1,,-1,-1,,https://osfa.illinois.edu/types-of-aid/employment/virtual-job-board/,CBTF Technology,NA,-1.0
CD-adapco,Privately Held,"Computer-aided engineering,Computer software,software",-1,,900,-1,,http://mdx2.plm.automation.siemens.com/careers,CD-adapco,NA,-1.0
CECO Environmental Corp.,Public,Pollution,-1,,-1,-1,,https://www.cecoenviro.com/careers,CECO Environmental,CECE,6.25
CERTPOINT Systems Inc.,Private,eLearning software and services,-1,,-1,-1,,http://www.certificationpoint.org/,CERTPOINT Systems,NA,-1.0
CHS Electronics,,software,-1,"Miami, Florida",-1,1994,,https://www.chsinc.com/careers,CHS Electronics,NA,-1.0
CTERA,Private,"Cloud storage,Cloud storage gateway,s,Data protection,Online backup service,Data synchronization",-1,,-1,-1,,https://www.ctera.com/company/careers/,CTERA Networks,NA,-1.0
CTL,private,Technology,-1,,-1,-1,,https://ctl.net/pages/jobs,CTL (company),NA,-1.0
CYBRA Corporation,Public,Computer Software Solutions,-1,,-1,-1,,https://cybra.com/careers/,CYBRA,NCR,21.5
"Cadence Design Systems, Inc.",Public,Computer Software,2336000000,,8100,-1,cadence.com,https://www.cadence.com/en_US/home/company/careers.html,Cadence Design Systems,CDNS,124.06999969482422
"Cakewalk, Inc.",Private,Software,-1,,-1,-1,,https://www.cakewalk.com/Careers,Cakewalk (company),NA,-1.0
Caligari Corporation,,"software,animation",-1,,-1,1985,,https://www.mckinsey.com/careers/students,Caligari Corporation,NA,-1.0
Caliper Corporation,Private,"Cartography,Mapping Software,Geographic information system,Geographic Information Systems",-1,,-1,-1,,https://www.caliper.com/jobs.htm,Caliper Corporation,NA,-1.0
CallMiner,Private,Software,-1,,-1,2002,callminer.com,https://careers.callminer.com/,CallMiner,NA,-1.0
Callidus Software Inc.,Subsidiary,Enterprise software,253091000,,1,-1,,https://www.sap.com/about/careers.html,CallidusCloud,NA,-1.0
"Callware Technologies, Inc.",Private,"Telecommunications,Software",-1,,-1,-1,,https://www.callware.com/388/about-us/career-opportunities/,Callware,NA,-1.0
Calm (company),Private,,-1,,0,2012,Calm.com,https://boards.greenhouse.io/calm,Calm (company),NA,-1.0
Cambium Learning Group,Private,,-1,,-1,-1,,https://www.cambiumlearning.com/careers/,Cambium Learning Group,NA,-1.0
Cambridge Semantics,Private,Computer software,-1,,-1,-1,,https://www.cambridgesemantics.com/about-us/careers/,Cambridge Semantics,NA,-1.0
Campus Consortium,Not for Profit,K-12 Higher Education,-1,,50,-1,,https://www.campusconsortium.org/,Campus Consortium,NA,-1.0
Campus Management Corp.,Private,Higher Education Nonprofit and Industry Software Solutions,-1,,750,1988,,https://www.campusmanagement.com/about-us/careers-at-Campus-Management/,Campus Management Corp.,NA,-1.0
Canopy,,software,-1,New York City New York,-1,2010,,https://angel.co/company/canopy-nyc/jobs?src=rec,Canopy Innovations,NA,-1.0
CapLinked,,,-1,"Manhattan Beach, California Manhattan Beach",-1,2010,,https://angel.co/company/caplinked/jobs,CapLinked,NA,-1.0
Cape Clear,Privately held firm,software,-1,"San Mateo, California",-1,1999,,https://en.wikipedia.org/wiki/Cape_Clear_(software_company),Cape Clear (software company),NA,-1.0
Carahsoft,,,-1,,-1,-1,,https://www.carahsoft.com/careers,Carahsoft,NA,-1.0
"Carbon Black, Inc.",Subsidiary,Endpoint security,-1,,1000,2002,carbonblack.com,https://lifeatcb.carbonblack.com/,Carbon Black (company),NA,-1.0
"Carbonite, Inc.",Subsidiary,,-1,,-1,2006,,https://www.carbonite.com/what-is-carbonite/careers,"Carbonite, Inc.",NA,-1.0
Casebook PBC,Public-benefit corporation,"Cloud computing,Software,New York City,New York",-1,,-1,-1,,https://www.casebook.net/jobs/,Casebook PBC,NA,-1.0
Caspio,Private,Enterprise Software,-1,,150,-1,,https://www.caspio.com/careers/,Caspio,NA,-1.0
Catalant,private,Computer Software,-1,,-1,-1,,https://www.catalent.com/careers/students-grads/,Catalant,NA,-1.0
"Catalyst Repository Systems, Inc.",Subsidiary,"legal,computer software,e-discovery",-1,,170,-1,,https://www.zippia.com/catalyst-repository-systems-careers-1407027/,Catalyst Repository Systems Inc.,NA,-1.0
Causata,Private,"customer experience management software,Marketing automation",-1,,-1,2009,,https://www.mckinsey.com/careers/students,Causata,NA,-1.0
"Cellport Systems, Inc.",Private Corporation,,-1,,-1,1992,,https://studentjobs.wisc.edu/,Cellport Systems,NA,-1.0
Center for Advanced Public Safety,Research Unit,,-1,,-1,-1,caps.ua.edu,"https://www.glassdoor.com/Overview/Working-at-Center-for-Advanced-Public-Safety-EI_IE724973.11,44.htm",Center for Advanced Public Safety,NA,-1.0
CenterSpace Software LLC.,Private,,-1,,-1,-1,,https://www.lockheedmartinjobs.com/college-students,CenterSpace Software,NA,-1.0
"Centro, Inc.",,"Online advertising,real-time bidding,digital media",-1,,-1,-1,,http://www.centroinc.com/career/,Centro Inc,NA,-1.0
Cepstral LLC,,Speech synthesis,-1,,-1,-1,,https://www.pgcareers.com/,Cepstral (company),NA,-1.0
"Ceridian HCM, Inc.",Public,SaaS HCM Software,824100000,,5200,-1,,https://www.ceridian.com/careers,Ceridian,CDAY,91.04000091552734
Cerner Corporation,Public,"Health Care,Information Technology",5700000000,,27400,-1,,https://careers.cerner.com/students-graduates,Cerner,CERN,72.4000015258789
"Cerulean Studios, LLC.",Limited Liability Company,Software,-1,,9,-1,,https://careers.microsoft.com/us/en/,Cerulean Studios,NA,-1.0
ChannelAdvisor,Public,e-commerce,130000000,,642,2001,http://www.channeladvisor.com,https://www.channeladvisor.com/careers/,ChannelAdvisor,ECOM,15.199999809265137
Check Point Software Technologies Ltd.,Public,"Security software,Computer hardware",1995000000,,5200,-1,,https://careers.checkpoint.com/index.php?m=careers&a=jobs&country_code=BE,Check Point,CHKP,121.2300033569336
"Chef Software, Inc.",Private,Computer software,-1,,-1,-1,,https://www.culinaryschools.org/career-info/,Chef (company),NA,-1.0
Cherry GmbH,Corporation,"Electronic switch,es,Computer hardware",250000000,,380,-1,,https://cherryamericas.com/about-cherry/jobs.html,Cherry (keyboards),NA,-1.0
Cherwell Software,Private,Enterprise software,-1,,-1,-1,,https://www.cherwell.com/about/careers/,Cherwell Software,NA,-1.0
Chrome River,,"Software as a service,Software-as-a-service",-1,,350,-1,,https://www.chromeriver.com/careers,Chrome River Technologies,NA,-1.0
Cigital,Public,software security,-1,,400,-1,,https://www.synopsys.com/company/synopsys-careers.html,Cigital,NA,-1.0
"Cincom Systems, Inc.",Private,"Computer software,IT Services",-1,,-1,-1,,https://www.cincom.com/us/company/careers,Cincom Systems,NA,-1.0
CipherGraph Networks Inc.,Privately held company,Software,-1,,-1,-1,,https://www.aenetworks.com/careers,CipherGraph Networks,NA,-1.0
Circle Commerce,,Software,-1,,-1,-1,,https://www.circle.com/en/careers,Circle Commerce,NA,-1.0
Ciright Systems,Private,Information Technology Services Saas/PaaS Cloud Computing,-1,,-1,-1,,https://careers.smartrecruiters.com/Ciright,Ciright Systems,NA,-1.0
Cisco Webex,,"Videoconferencing,Web conferencing",380000000,,10000,-1,http://www.webex.com,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html,Cisco Webex,NA,-1.0
Citrix Online,Subsidiary,Software,-1,"Santa Barbara, California Santa Barbara California",-1,1997,www.citrixonline.com,https://www.citrix.com/careers/university-recruiting/,Citrix Online,NA,-1.0
"Citrix Systems, Inc.",Public,"Cloud computing,Computer software",3010000000,,8200,-1,citrix.com,https://jobs.citrix.com/,Citrix Systems,CTXS,119.41999816894531
CivicPlus,Private,Web development,-1,,-1,-1,,https://www.civicplus.com/careers,CivicPlus,NA,-1.0
Clarifai,Private,Computer Vision,-1,,90,-1,,https://www.clarifai.com/careers,Clarifai,NA,-1.0
Claris International Inc.,Subsidiary,Software,-1,,300,-1,,https://www.mckinsey.com/careers/students,Claris,NA,-1.0
"Clarizen, Inc.",Privately held,Software,-1,,-1,-1,,https://www.clarizen.com/about/careers/,Clarizen,NA,-1.0
ClassRanked.com,,"Education,EdTech,Review site",-1,,-1,-1,,https://www.wraltechwire.com/2019/08/20/classranked-com-a-duke-student-launched-ratings-site-expands-footprint-to-other-us-campuses/,ClassRanked.com,NA,-1.0
"ClearSlide, Inc.",,Enterprise Software,-1,,-1,-1,,https://www.clearslide.com/careers/,ClearSlide,NA,-1.0
ClearTrial,Private,"Clinical trials,Clinical trial,software",-1,,50,-1,,https://www.oracle.com/corporate/acquisitions/cleartrial/,ClearTrial,NA,-1.0
Cleo,Privately held company,Software,-1,,300,-1,,https://hicleo.com/careers/,Cleo (company),NA,-1.0
"ClickSoftware, A Salesforce Company",,"Business software,Field Service Management,Workforce Management",126200000,,700,-1,,https://www.salesforce.com/company/careers/,ClickSoftware Technologies,NA,-1.0
Clinkle,Privately held company,Mobile payments,-1,,-1,-1,,https://angel.co/company/clinkle,Clinkle,NA,-1.0
ClockworkMod Recovery,,,-1,,-1,-1,[https://web.archive.org/web/20100903100552/http://github.com/koush/android_bootable_recovery http://github.com/koush/android_bootable_recovery],https://www.mckinsey.com/careers/students,ClockworkMod,NA,-1.0
CloudApp Screen Recorder,,Cloud Computing,-1,,-1,-1,[https://getcloudapp.com www.getcloudapp.com],https://www.getcloudapp.com/careers,CloudApp,NA,-1.0
"CloudBees, Inc.",Private,"Continuous delivery software based on,Jenkins,Jenkins CI",-1,,-1,-1,www.cloudbees.com,https://www.indeed.com/cmp/Cloudbees,CloudBees,NA,-1.0
"CloudEndure, Inc.",,"Software,Computer Software,Information Technology,Cloud Computing",-1,,-1,-1,,https://www.cloudendure.com/,CloudEndure,NA,-1.0
CloudHealth by VMware,Subsidiary,Software,-1,,280,-1,,https://www.cloudhealthtech.com/careers,CloudHealth Technologies,NA,-1.0
"CloudSight, Inc.",Private,"Internet,Computer Software,Computer Vision",-1,,-1,2012,https://CloudSight.ai,https://angel.co/company/cloudsightai/jobs,CloudSight,NA,-1.0
"Cloudera, Inc.",Public,Software Development,794000000,,3000,2008,,https://www.cloudera.com/careers/teams/university-recruiting.html,Cloudera,CLDR,10.479999542236328
Cloudinary,Private,Technology,-1,,200,-1,,https://cloudinary.com/jobs,Cloudinary,NA,-1.0
Cloudwords,,software,-1,"San Francisco, California",-1,2010,cloudwords.com,https://www.cloudwords.com/blog/cloudwords-university-enroll-now,Cloudwords,NA,-1.0
Clover Health,Private,Health Care,-1,,-1,-1,,https://www.cloverhealth.com/en/about-us/current-openings,Clover Health,NA,-1.0
"Clover Network, Inc.",Private,Point of sale,-1,,200,2012,,https://careers.clover.com/,Clover Network,NA,-1.0
"Clubhouse Software, Inc.",Private,Software,-1,,50,-1,,https://clubhouse.io/careers/,Clubhouse Software,NA,-1.0
"Cockroach Labs, Inc.",Private,Software,-1,New York City,-1,2015,https://www.cockroachlabs.com/,https://www.cockroachlabs.com/careers/,Cockroach Labs,NA,-1.0
Coda,,,-1,,-1,-1,https://coda.io/,https://angel.co/company/coda-io-1/jobs,Coda.io,NA,-1.0
"Code Dx, Inc.",Private,"Computer software,Development testing,Software assurance",-1,,-1,2015,codedx.com,https://codedx.com/about-us/careers-code-dx/,Code Dx,NA,-1.0
Code Rebel Corporation,Public,"Software,Computer Software",-1,,-1,-1,,https://www.unlv.edu/careerservices,Code Rebel,ACH,5.869999885559082
Code42,Private,Software,-1,,-1,-1,http://www.crashplan.com,https://www.code42.com/careers/,Code42,NA,-1.0
