name,industry,type,founded,num_employees,revenue,stock price,student_careers_url
Traction Software,Software & Programming,Private,-1,-1,-1,-1.0,
TransLattice,"Relational Database Management System,RDBMS",,-1,20,-1,-1.0,
Transzap.,Internet Software & Services,Private,-1,-1,-1,-1.0,
TriTech Software Systems,Software,Corporation,-1,550,-1,-1.0,
Tricentis,"Software,information technology",,-1,-1,-1,-1.0,
Trilogy,"Service,Business Services",Private,-1,-1,-1,-1.0,
Tripadvisor Inc.,"Travel,services",,-1,4194,1560000000,-1.0,
Tripp Lite,Computer hardware,Private,-1,450,-1,-1.0,
"Tripwire, Inc.",,Subsidiary,-1,0,86200000,-1.0,
Trumpia,"Small business,Enterprise Software,Mobile Marketing",Private,-1,-1,-1,-1.0,
Truviso Corporation,"Software industry,Software",,2006,-1,-1,-1.0,
TubeMogul Inc.,Marketing and Advertising,Subsidiary,-1,577,180700000,-1.0,
Tufin,Network Security,Public,-1,400,-1,6.78000020980835,
Tumblr,"Microblogging,social networking service",,-1,411,-1,-1.0,
Turbo,Computer Software,Private,-1,25,-1,-1.0,
Turbonomic,"Virtualization,information technology",Private,-1,553,-1,-1.0,
Twist and Shout,,single,-1,-1,-1,-1.0,
Twitch,,Live streaming,-1,-1,-1,-1.0,
"Twocanoes Software, LLC",Computer Software,Private,-1,5,-1,-1.0,
"Tyler Technologies, Inc.",Software,Public,-1,5368,1086000000,409.8999938964844,
Ultimate Kronos Group,"Cloud computing,Workforce management,Human resource management system,Human capital management",Private,2020,12000,-1,-1.0,
UNICOM Global,IT and software,,-1,-1,-1,-1.0,
"UNICOM Government, Inc.(formerly GTSI Corp.)",,,-1,-1,-1,-1.0,
US Fleet Tracking,,Private,-1,-1,-1,-1.0,
USA Technologies Inc.,"Point of sale,software",Public,-1,-1,-1,7.050000190734863,
UST Global,IT Services,Private,-1,25000,-1,-1.0,
UiPath Inc.,"Robotic Process Automation,Artificial Intelligence",Private company,2005,2800,-1,-1.0,
"Ultimate Software Group, Inc.","SaaS,Human Capital Management,Software",Private,1990,5144,940100000,-1.0,
UniKey Technologies,"Technology,Access control,Home security,Software",Private,-1,40,-1,-1.0,
"Websoft, Inc.",Internet,Private,-1,-1,-1,-1.0,
"United First Financial, LLC",Financial Services,Private,-1,-1,-1,-1.0,
Unitrends Corporation,Information technology,Private,-1,-1,-1,-1.0,
Univa Grid Engine Software,,,-1,-1,-1,-1.0,
"Universal Audio, Inc.",Pro Audio,Privately held company,1999,-1,-1,-1.0,
Universal Display Corporation,Display Lighting Technology Computer Hardware,Public,-1,-1,-1,212.1199951171875,
Universal Robots,Automation,,-1,680,248000000,-1.0,
Untappd Inc.,,,-1,125,-1,-1.0,
Up4Sale,Online auction,Subsidiary,-1,-1,-1,-1.0,
Usatine Media LLC,Medical Mobile Apps,,-1,-1,-1,-1.0,
UserLand Software,Internet software,Private,-1,10,-1,-1.0,
UserVoice,"Software,Help Desk,Customer Support",Private,-1,-1,-1,-1.0,
Atalla,"Computer software,Enterprise software,Encryption,Cryptography,Hardware security module,s,Internet security",Privately owned,1973,-1,-1,-1.0,
"VCE Company, LLC",cloud platforms,Division,-1,-1,-1,-1.0,
VIA3 Corporation,"Telecommunication,s software and services",Private Corporation,-1,-1,-1,-1.0,
VMware Inc.,"Software industry,Computer software",Public,1998,31000,8970000000,140.74000549316406,https://careers.vmware.com/
"VSee Lab, Inc",,,-1,-1,-1,-1.0,
VTLS Inc.,Software,Private,1985,-1,-1,-1.0,
"Valence Technology, Inc","Electric bus,es,Energy storage,uninterruptible power supply,Marine propulsion,Marine",Private,-1,433,45880000,-1.0,
Veeam Software Group GmbH,Software industry,Privately held company,-1,4300,-1,-1.0,
Veeva Systems Inc.,Software,Public,-1,-1,-1,297.1700134277344,https://www.veeva.com/meet-veeva/careers/
Velaro,,,-1,-1,-1,-1.0,
"Velocify, Inc.",Software as a service,,-1,150,-1,-1.0,
"Venafi, Inc","Computer security,Internet security",Private company,-1,-1,-1,-1.0,
"Venda, Inc.",,Subsidiary of ,-1,-1,-1,-1.0,
Venmo,,,-1,-1,-1,-1.0,
"Veracode, Inc.",Computer software,Private,-1,-1,-1,-1.0,
"Veramark Technologies, Inc.","Software and managed services for,Telecom Expense Management",Public,-1,0,13165000,57.34000015258789,
"Verdant Power, Inc.",Tidal Power Systems,,-1,20,-1,-1.0,
Verdigris Technologies,Energy management,,2011,-1,-1,-1.0,
VeriShip,Shipping technology,Privately held company,2007,125,-1,-1.0,
"Veriato, Inc.",Software,Private Company,-1,-1,-1,-1.0,
Verint Systems Inc.,"Software,Business Intelligence,Speech Analytics,Video Analytics,Business consulting,IT consulting",Public,-1,3900,1135000000,53.560001373291016,
Veritas Technologies LLC,Information Management,Private,-1,7000,-1,-1.0,
Verivo Software Inc.,Computer software IT services IT consulting Enterprise Mobility Mobile Application Management,Limited Company,-1,100,-1,-1.0,
Verix,software,,2007,-1,-1,-1.0,
Vermont Information Processing,Route Accounting Software,ESOP,-1,200,-1,-1.0,
Versant Object Database,,,-1,-1,-1,-1.0,
Versata,Software,Private,-1,-1,-1,-1.0,
Versive,Machine Learning,Private,-1,50,-1,-1.0,
Vertica,"Database management,Data warehousing",,-1,-1,-1,-1.0,
Vesess,"Software industry,Software,Web development",Private,2004,-1,-1,-1.0,
Veveo,Conversational interfaces search and discovery,Private,-1,-1,-1,-1.0,
Vicarious,Artificial intelligence,Privately held,2010,-1,-1,-1.0,
Videology,Advertising and Software,Private,-1,300,-1,-1.0,
"View, Inc.",Smart glass,Private,-1,-1,-1,-1.0,
Viralheat,,,-1,-1,-1,-1.0,
Virgin Hyperloop,High-speed rail,Private,-1,500,-1,-1.0,
Virsa Systems,"Compliance,Compliance,software",Private,-1,-1,-1,-1.0,
Virsto,Software,Private,-1,-1,-1,-1.0,
"Virtu Financial, Inc.",Financial services,Public,-1,0,1878700000,21.940000534057617,
Virtual Iron,,,-1,-1,-1,-1.0,
VirtualLogix Inc.,,Private,-1,-1,-1,-1.0,
Virtuozzo,"Computer,software",Privately held company,-1,150,-1,-1.0,
Virtusa Corporation,"Information technology,services",Public,-1,20001,1020000000,49.880001068115234,
Virtutech Inc.,Software Technology,Corporation,-1,0,-1,-1.0,
'''Visotek Inc''',Photonics,Private,-1,-1,-1,-1.0,
Vistagy,Computer Aided Design,,-1,-1,-1,-1.0,
"Visualant, Inc.",,Public,-1,-1,-1,110.33999633789062,
Vitech Corporation,Software consulting,Privately held company,1992,20,-1,-1.0,
Vito Technology Inc.,Software development,,-1,-1,-1,-1.0,
"Vitrue, Inc.","social media,publishing,software",,2006,-1,-1,-1.0,
Vlingo,software,,-1,-1,-1,-1.0,
Vocus,Technology,Private,-1,1200,186900000,-1.0,
Voxeet,Software,,-1,-1,-1,-1.0,
Voxer,,Mobile voice communication,-1,-1,-1,-1.0,
"Vuze, Inc.","Video,Video distribution",Private company,-1,-1,-1,-1.0,
Vyond,,Private,2007,-1,-1,-1.0,
"WANdisco, plc.","Big data,Cloud Computing,Configuration management,Software",Public,-1,180,-1,233.99000549316406,
WSO2,Middleware,,2005,600,-1,-1.0,
Walker Digital LLC,"Research and development,Research & Development",Private,-1,-1,-1,-1.0,
Wanderu,"Travel,Technology",Privately held company,-1,-1,-1,-1.0,
"Wasabi Technologies, Inc.",Cloud storage software,Private,2017,-1,-1,-1.0,
Wavii,,,-1,-1,-1,-1.0,
WeRecoverData,,Private,-1,-1,-1,-1.0,
WeVideo,,Video editing,-1,-1,-1,-1.0,
Web.com,,Private,1999,3500,1210000000,-1.0,
WebAssist.com Corporation,"Software industry,Software",Private,-1,20,-1,-1.0,
Webline Communications,Computer networking,Division,-1,-1,-1,-1.0,
Webroot Inc.,Computer software,Subsidiary,-1,-1,-1,-1.0,
Webtrends,Web Analytics Digital Marketing,Private,-1,-1,-1,-1.0,
"Anthem, Inc.",Managed health care,Public,-1,70600,104210000000,319.6000061035156,
Wellspring,"Web-based software knowledge supply chain,technology",,2003,-1,-1,-1.0,
WhatsApp,,,-1,-1,-1,-1.0,
WheelGroup,Computer networking,Division,-1,-1,-1,-1.0,
Where's Weed,Cannabis technology company,,2011,-1,-1,-1.0,
Whitesmiths,,,-1,-1,-1,-1.0,
Whitewater Group,Computer,Subsidiary of ,-1,-1,-1,-1.0,
WibiData,Software development,Private,-1,-1,-1,-1.0,
WidePoint Corporation,"Technology,Telecommunications,Communications,Mobility Management,Identity Management",Public,-1,287,83700000,0.6470999717712402,
Widen,,,1948,-1,-1,-1.0,
Wikispaces,"Dot-com company,Dot-com",Private,-1,10,-1,-1.0,
"Wildfire Communications, Inc",Telecommunications,,-1,-1,-1,-1.0,
Pragser Wildsee,,,-1,-1,-1,-1.0,
"Willdan Group, Inc.",Business Support Services,Public,-1,0,272250000,30.729999542236328,
CA Wily Technology,,,-1,-1,-1,-1.0,
Wind River Systems Inc.,,Private,-1,1800,359700000,-1.0,
Windward Studios,software development,,-1,-1,-1,-1.0,
Witlingo Inc.,"Voice SaaS Products and Solutions,date,May 2019}}",Privately held company,-1,-1,-1,-1.0,
"Wolfram Research, Inc.","Computer software,Publishing,Research and Development",Private,-1,700,-1,-1.0,
"Workday, Inc.","Cloud computing,Software",Public,-1,0,3630000000,110.33999633789062,
Workfront,SaaS,Project management software,2001,671,-1,-1.0,
WorkingPoint,"Internet,Software",Privately held,-1,10,-1,-1.0,
Workiva Inc.,"Cloud computing,Computer software,Enterprise software",Public,-1,1421,298000000,68.7699966430664,
workspace.com,Software,Privately held,-1,-1,-1,-1.0,
World Software Corporation,Information Technology,Privately-Held Company,-1,-1,-1,-1.0,
Wrightsoft Corp.,,Private,-1,-1,-1,-1.0,
Wrike,,,-1,-1,-1,-1.0,
"Write Brothers, Inc.",Software/Entertainment,Software Publisher,-1,-1,-1,-1.0,
"XIM, Inc.","IT Services,Wireless,Services",Private,-1,300,-1,-1.0,
"XStream Systems, Incorporated",Pharmaceutics,Private,-1,-1,-1,-1.0,
xTuple,"Software industry,Software",Private,-1,-1,-1,-1.0,
Xactly Corporation,Software as a Service,Private,-1,500,-1,-1.0,
Xangati,"Virtualization,Enterprise software",Private,-1,-1,-1,-1.0,
"XebiaLabs, Inc.",Software development tools,Private,-1,150,-1,-1.0,
"Xinuos, Inc.",Computer software,Private,-1,-1,-1,-1.0,
Xmarks,,,-1,-1,-1,-1.0,
Xperi Holding Corporation,"Technology company,Technology",Public,-1,700,273300000,13.449999809265137,
Xybernaut Corporation,,Technology,-1,-1,-1,-1.0,
Yahoo!,,Web portal,-1,8600,5170000000,-1.0,
Yalochat,"Artificial intelligence,chatbot,s services on,instant messaging,messaging,apps",,-1,-1,-1,-1.0,
Yap Inc.,Telecommunication,Subsidiary,-1,-1,-1,-1.0,
Envestnet Yodlee,Financial,Subsidiary,1999,-1,-1,-1.0,
"YouNoodle, Inc.",,,2010,-1,-1,-1.0,
Yuku,,Hosted ,-1,-1,-1,-1.0,
ZL Technologies,"Computer software,Electronic discovery,Records management,Regulatory compliance,compliance",Private,-1,-1,-1,-1.0,
zSpace,Augmented reality,Private,-1,-1,-1,-1.0,
Zadara Storage,Storage as a service,,-1,-1,-1,-1.0,
Zaloni,"Computer software,big data,Data analytics,big data analytics,dataOps,data management",,2007,200,-1,-1.0,
Zango,Adware,Private,-1,100,-1,-1.0,
Zello Inc,Mobile application development,Private,-1,41,-1,-1.0,
Zend Technologies Ltd.,Software,Subsidiary,-1,-1,-1,-1.0,
Zendesk,,Public,-1,3570,816000000,123.48999786376953,
"YourPeople, Inc.",Human resource management,,-1,-1,43500000,-1.0,
MacKeeper,,,-1,-1,-1,-1.0,
"ZeroC, Inc.",Software industry,Private,2002,-1,-1,-1.0,
ZeroFOX,Cyber Security,Private,-1,-1,-1,-1.0,
ZeroTurnaround AS,Software development tools,Private,-1,-1,-1,-1.0,
Zerto Ltd.,"software,Computer software",,-1,-1,114400000,-1.0,
Zeta Interactive Corp.,Digital marketing,Private,-1,-1,-1,-1.0,
Zimperium,"Computer software,Security software,Mobile Security",Private,-1,-1,-1,-1.0,
Zip2,,Private,1995,-1,-1,-1.0,
ZipBooks,,,-1,-1,-1,-1.0,
"Zoom Video Communications, Inc.",,Public,-1,2532,622000000,496.7300109863281,https://zoom.us/about
Zoom Information Inc.,Software as a Service,Public,2007,1200,350000000,57.34000015258789,
Zope,,Python,-1,-1,-1,-1.0,
"Zscaler, Inc.","Network security,computer security,Internet security",Public,-1,1480,-1,150.07000732421875,
Zugara,"Technology,Software,Ecommerce",,-1,-1,-1,-1.0,
"Zumobi, Inc",Mobile Media & Advertising,,-1,-1,-1,-1.0,
"Zuora, Inc.",Enterprise software,Public,2007,1249,276100000,110.33999633789062,
"zvelo, Inc.","Security software,security appliance,Internet security,network security",Private,-1,180,-1,-1.0,
ZyLAB,Software,Private,-1,140,-1,-1.0,
Zylog Systems Limited,"IT services,IT consulting",Public,-1,697,-1,5.869999885559082,
"Zywave, Inc.",Software,Private,-1,-1,-1,-1.0,
"Agilent Technologies, Inc.",,Public,-1,13500,5522000000,110.33999633789062,https://careers.agilent.com/graduates-students/
Packaging Corporation of America,Packaging and containers,Public,-1,14600,-1,122.54000091552734,https://www.packagingcorp.com/employment
Incyte Corporation,pharmaceutical company,Public,-1,1456,1500000000,84.6500015258789,http://www.incyte.com/join-us/careers
Carrier Global Corporation,"Heating,Ventilating,Air Conditioning,HVAC",Public,-1,53000,-1,97.16000366210938,https://www.carrier.com/carrier/en/worldwide/careers/
Rite Aid Corporation,Retail,Public,-1,53100,21640000000,10.15999984741211,https://careers.riteaid.com/
American Airlines Group Inc.,Aviation,Public,2013,133700,45768000000,11.600000381469727,https://jobs.aa.com/
American Express Company,"Bank,ing,Financial services",Public,-1,64500,43556000000,98.11000061035156,https://careers.americanexpress.com/students/US
"Lowe's Companies, Inc.",Retail,Public,-1,300000,72148000000,169.25,https://corporate.lowes.com/careers/students-grads
"Applied Materials, Inc.",Semiconductor,Public,-1,21000,17254100000,69.94999694824219,https://www.appliedmaterials.com/company/careers
National Capital Region,,Region,-1,-1,-1,-1.0,https://www.ncr.com/careers
"Advance Auto Parts, Inc.",Auto Parts Retail,Public,-1,70000,-1,156.42999267578125,https://www.advanceautoparts.jobs/
Apple,,,-1,-1,-1,-1.0,https://www.apple.com/jobs/us/students.html
KLA,,,-1,-1,-1,-1.0,https://www.kla-tencor.com/careers
Delta Air Lines,,,1925,91000,47007100000,-1.0,https://propel.delta.com/content/propel/en_US/collegepath.html
Ares Management Corporation,Asset Management,Public,1997,1200,1765000000,44.52000045776367,https://www.aresmgmt.com/about-ares-management-corporation/who-we-are/careers-at-ares
Public Service Enterprise Group Incorporated,Utilities,Public,-1,12945,9968000000,58.790000915527344,https://jobs.pseg.com/
S&P Global Inc.,Financial services,Public,-1,17000,6036000000,355.989990234375,https://careers.spglobal.com/
NiSource Inc.,Public utility,Public,1912,0,5211000000,23.649999618530273,https://www.nisource.com/careers
AbbVie Inc.,Biopharmaceutical,Public,-1,30000,33266000000,93.69000244140625,https://www.abbvie.com/careers.html
AmerisourceBergen Corporation,Pharmaceutical,Public,-1,22000,179580000000,105.41999816894531,https://www.amerisourcebergen.com/careers-home
"New York Community Bancorp, Inc.",Commercial bank,Public,-1,3096,-1,8.0600004196167,https://www.mynycb.com/Careers/Pages/Careers.aspx
Core-Mark Holding Company,,Public,-1,8413,-1,31.290000915527344,https://careers.core-mark.com/
UnitedHealth Group Incorporated,Managed health care,Public,-1,320000,242155000000,354.3999938964844,https://careers.unitedhealthgroup.com/early-careers
"Mohawk Industries, Inc","Conglomerate,Conglomerate",Public,-1,42100,10000000000,122.16999816894531,https://careers.mohawkind.com/
Northern Trust Corporation,Financial services,Public,-1,18800,5960000000,81.58000183105469,https://www.northerntrust.com/united-states/about-us/careers
Abbott Laboratories,"Healthcare industry,Health care,Medical devices,Pharmaceutical industry,Pharmaceutical",Public,-1,107000,31904000000,113.52999877929688,https://www.abbott.com/careers/students.html
Masco Corporation,,Public,-1,26000,-1,57.66999816894531,https://www.masconomet.org/Page/244
"Vertex Pharmaceuticals, Inc.","Pharmaceuticals,Biotherapy,Biotherapeutics",Public,-1,3000,3040000000,10.729999542236328,https://www.vrtx.com/working-here
Bank of America Corporation,"Investment bank,financial services",Public,-1,208000,91240000000,10.399999618530273,https://campus.bankofamerica.com/
"Conagra Brands, Inc.",Food processing,Public,-1,16500,7827000000,36.15999984741211,https://careers.conagrabrands.com/
"Caesars Entertainment, Inc.","Gambling,Gaming,Hospitality industry,hospitality",Public,-1,18700,-1,57.34000015258789,https://careers.caesars.com/students/
Duke Energy Corporation,Energy,Public,-1,28798,22740000000,94.22000122070312,https://www.duke-energy.com/our-company/careers
CME Group Inc.,Financial Services,Public,-1,4500,4870000000,150.4499969482422,https://www.cmegroup.com/careers.html
The Southern Company,"Energy industry,Energy,Telecommunication,Telecom",Public,1945,29000,23500000000,60.16999816894531,https://www.southerncompany.com/student-programs.html
"Gilead Sciences, Inc.","Pharmaceutics,Biotechnology",Public,1987,0,22450000000,59.630001068115234,https://gilead.avature.net/careers/CurrentOpportunities
SBA Communications Corporation,Real Estate Investment Trust,Public,-1,-1,-1,3.4600000381469727,https://www.sbasite.com/English/careers/connect-with-us/default.aspx
Realty Income,Real estate investment trust,Public,-1,194,1491000000,58.0,https://www.realtyincome.com/careers/default.aspx
Otis Worldwide Corporation,Vertical transport systems,Public,-1,69000,13113000000,62.630001068115234,https://www.otis.com/en/us/careers/
Dell Technologies Inc.,"Computer hardware,cloud computing",Public,-1,165000,92150000000,64.51000213623047,https://jobs.dell.com/
'''AECOM''',Professional services,Public,-1,87000,18000000000,46.36000061035156,https://aecom.com/careers/who-we-hire-2/graduate-path/
Lam Research Corporation,Semiconductor,Public,-1,10700,9650000000,399.7099914550781,https://www.lamresearch.com/careers/university-programs/
Centene Corporation,Healthcare,Public,-1,56600,74639000000,67.87999725341797,https://jobs.centene.com/us/en/students
Laboratory Corporation    of America Holdings,Health care,Public,-1,61000,11333400000,214.4199981689453,https://jobs.labcorp.com/
"Alexion Pharmaceuticals, Inc.","Pharmaceutical industry,Pharmaceutical",Public,1992,0,3551100000,125.44000244140625,https://alexion.com/your-career/career-opportunities
Equity Residential,Apartments,Public,-1,2700,2701000000,52.060001373291016,https://www.equityapartments.com/
"CarMax, Inc.",New and used car retailer,Public,-1,25000,17120000000,93.31999969482422,https://careers.carmax.com/
"United Rentals, Inc.",,Public,-1,18800,8050000000,188.47000122070312,https://jobs.unitedrentals.com/
MSCI Inc.,,Public,-1,3300,1270000000,417.7300109863281,https://careers.msci.com/
Zoetis Inc.,"Pharmaceutical industry,Pharmaceutical",Public,-1,9200,5307000000,170.89999389648438,https://careers.zoetis.com/join-us/opportunities-for-students.aspx
Vornado Realty Trust,Real estate investment trust,Public,-1,4008,1924000000,31.850000381469727,https://www.vno.com/careers/overview
CSX,,,-1,-1,-1,-1.0,https://www.csx.com/index.cfm/working-at-csx/job-overviews/internship-programs/
"Motorola Solutions, Inc.",Telecommunications equipment,Public,-1,18000,7890000000,160.85000610351562,https://www.motorolasolutions.com/en_us/about/careers.html
"Analog Devices, Inc.",Semiconductors,Public,-1,15300,6200000000,130.39999389648438,https://www.analog.com/en/about-adi/careers/students-and-graduates.html
"Regeneron Pharmaceuticals, Inc.","Pharmaceutical company,Pharmaceuticals,Biotech company,Biotech",Public,-1,8100,7860000000,588.8099975585938,https://careers.regeneron.com/
